extract_id,case_id,case_slug,source_id,source_type,page_or_section,extract_type,text_excerpt_or_paraphrase,supports_role,contradicts_role,supports_shrinkage,supports_split,supports_merge_or_rejection,notes
E015_004,15,015_multi_agent_idea_generation,C015_P1,preprint,landing page / extracted text,method,"[2410.09403] Many Heads Are Better Than One: Improved Scientific Idea Generation by A LLM-Based Multi-Agent System

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2410.09403
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Artificial Intelligence

arXiv:2410.09403
 (cs)
 

 [Submitted on 12 Oct 2024 (
v1
), last revised 27 May 2025 (this version, v4)]

Title:
Many Heads Are Better Than One: Improved Scientific Idea Generation by A LLM-Based Multi-Agent System

Authors:
Haoyang Su
, 
Renqi Chen
, 
Shixiang Tang
, 
Zhenfei Yin
, 
Xinzhe Zheng
, 
Jinzhe Li
, 
Biqing Qi
, 
Qi Wu
, 
Hui Li
, 
Wanli Ouyang
, 
Philip Torr
, 
Bowen Zhou
, 
Nanqing Dong
 
View a PDF of the paper titled Many Heads Are Better Than One: Improved Scientific Idea Generation",Relevance adjudicator; mechanism disciplinarian,,no,no,no,Auto-extracted text snippet from collected source.
E016_001,16,016_ai_conversational_interviewing,C016_REGISTRY,registry_workbook_entry,Repository row,role_claim,"Compare AI-only, human-only, and human+AI interviewing on sensitive topics to test whether rapport, repair, and ethical pause remain constitutive.",Situated interlocutor; accountability and labor allocator,,no,no,no,Workbook seed description preserved for provenance.
E016_002,16,016_ai_conversational_interviewing,C016_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Mode effects depend heavily on topic sensitivity and respondent population,,Situated interlocutor; accountability and labor allocator,no,no,no,Repository curation note captured as rival explanation / caution.
E016_003,16,016_ai_conversational_interviewing,C016_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,"AI-only interviewing matches humans on trust, repair, and interpretive usefulness",,Situated interlocutor; accountability and labor allocator,no,no,no,Falsification condition recorded from repository seed.
E016_004,16,016_ai_conversational_interviewing,C016_P1,preprint,landing page / extracted text,method,"[2410.01824] AI Conversational Interviewing: Transforming Surveys with LLMs as Adaptive Interviewers

 
 

Skip to main content

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2410.01824
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Human-Computer Interaction

arXiv:2410.01824
 (cs)
 

 [Submitted on 16 Sep 2024 (
v1
), last revised 12 Mar 2025 (this version, v2)]

Title:
AI Conversational Interviewing: Transforming Surveys with LLMs as Adaptive Interviewers

Authors:
Alexander Wuttke
, 
Matthias Aßenmacher
, 
Christopher Klamm
, 
Max M. Lang
, 
Quirin Würschinger
, 
Frauke Kreuter
 
View a PDF of the paper titled AI Conversational Interviewing: Transforming Surveys with LLMs as Adaptive Interviewers, by Alexander Wuttke and 5 other authors

View PDF

HTML (experimental)

Abstract:
Traditional methods for eliciting peopl",Situated interlocutor; accountability and labor allocator,,no,no,no,Auto-extracted text snippet from collected source.
E017_001,17,017_dynamic_surveys_followups,C017_REGISTRY,registry_workbook_entry,Repository row,role_claim,"Use dynamic surveys to test a middle ground between structured surveys and interviews, with AI-generated follow-ups and emergent cluster reports.",Situated interlocutor; context witness; protocol architect,,no,no,no,Workbook seed description preserved for provenance.
E017_002,17,017_dynamic_surveys_followups,C017_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Educational settings may not generalize to high-stakes public-policy or vulnerable populations,,Situated interlocutor; context witness; protocol architect,no,no,no,Repository curation note captured as rival explanation / caution.
E017_003,17,017_dynamic_surveys_followups,C017_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Dynamic surveys produce equivalent depth and usefulness without any human interpretive scaffolding,,Situated interlocutor; context witness; protocol architect,no,no,no,Falsification condition recorded from repository seed.
E017_004,17,017_dynamic_surveys_followups,C017_P1,conference paper,landing page / extracted text,method,"Dynamic Surveys: Using LLMs to Blend Qualitative Depth,
Quantitative Structure, and Collaborative Interaction
KEHUA LEI, UC Santa Cruz, USA
AIDAN LADENBURG, UC Santa Cruz, USA
ZAHRA PETIWALA, UC Santa Cruz, USA
ZILI WANG,UC Santa Cruz, USA
DISHITA JHAWAR,UC Santa Cruz, USA
IPSITA BISHT, UC Santa Cruz, USA
ANSH KUMAR, UC Santa Cruz, USA
DAVID T. LEE,UC Santa Cruz, USA
Surveys are a powerful tool for collecting data and eliciting insights on social phenomena, and are critical
in product design, marketing, scientific research, and other domains. However, traditional open-ended and
closed-ended question formats limit researchers’ ability to capture data that combines both the richness of
qualitative insights and the analytical rigor of quantitative data. Closed-ended questions facilitate structured
data collection that is amenable to statistical analysis but limit respondents’ answers. In contrast, open-ended
questions allow for nuanced responses incorporating new perspectives but require significant effort to interpret
due to their unstructured nature. Moreover, traditional survey tools lack mechanisms to prompt respondents
for deeper reflections or to facilitate engagement with other",Situated interlocutor; context witness; protocol architect,,no,no,no,Auto-extracted text snippet from collected source.
E018_001,18,018_qda_delegation_preferences,C018_REGISTRY,registry_workbook_entry,Repository row,role_claim,Study how qualitative researchers choose among delegation levels in coding and thematic analysis.,Context witness; protocol architect; accountability and labor allocator,,no,yes,no,Workbook seed description preserved for provenance.
E018_002,18,018_qda_delegation_preferences,C018_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Self-reported preferences may not match real delegated practice,,Context witness; protocol architect; accountability and labor allocator,no,no,no,Repository curation note captured as rival explanation / caution.
E018_003,18,018_qda_delegation_preferences,C018_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Researchers show no meaningful distinction between delegation levels or between ownership and context concerns,,Context witness; protocol architect; accountability and labor allocator,no,no,no,Falsification condition recorded from repository seed.
E018_004,18,018_qda_delegation_preferences,C018_P1,preprint,landing page / extracted text,method,"[2509.18297] Not a Collaborator or a Supervisor, but an Assistant: Striking the Balance Between Efficiency and Ownership in AI-incorporated Qualitative Data Analysis

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2509.18297
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Human-Computer Interaction

arXiv:2509.18297
 (cs)
 

 [Submitted on 22 Sep 2025 (
v1
), last revised 8 Apr 2026 (this version, v2)]

Title:
Not a Collaborator or a Supervisor, but an Assistant: Striking the Balance Between Efficiency and Ownership in AI-incorporated Qualitative Data Analysis

Authors:
Anoushka Puranik
, 
Ester Chen
, 
Roshan L Peiris
, 
Hidy Kong
 
View a PDF of the paper titled Not a Collaborator or a Supervisor, but an Assistant: Striking the Balance Betwe",Context witness; protocol architect; accountability and labor allocator,,no,yes,no,Auto-extracted text snippet from collected source.
E019_001,19,019_ai_assisted_fieldnote_memoing,C019_REGISTRY,registry_workbook_entry,Repository row,role_claim,Compare memo trails and final claims produced from the same fieldnote corpus with and without AI assistance.,Context witness; mechanism disciplinarian,,no,yes,no,Workbook seed description preserved for provenance.
E019_002,19,019_ai_assisted_fieldnote_memoing,C019_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Some fieldnotes are highly systematic and easier for AI than live field settings,,Context witness; mechanism disciplinarian,no,no,no,Repository curation note captured as rival explanation / caution.
E019_003,19,019_ai_assisted_fieldnote_memoing,C019_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,AI-assisted and human-only memo trails converge without loss of contextual subtlety,,Context witness; mechanism disciplinarian,no,no,no,Falsification condition recorded from repository seed.
E019_004,19,019_ai_assisted_fieldnote_memoing,C019_P1,forum article,landing page / extracted text,method,"Reading children’s moral dramas in anthropological fieldnotes: A human–AI hybrid approach | Cambridge Forum on AI: Culture and Society | Cambridge Core

 Skip to main content

 Accessibility help

Login Alert

Cancel

Log in

×

×

 Discover Content 
 Products and Services 
Register
Log In
 (0) Cart 

 Logo for Cambridge Core from Cambridge University Press. Click to return to homepage. 
Search
 Logo for Cambridge Core from Cambridge University Press. Click to return to homepage. 
Browse
Services
Open research
Institution Login
Search

 

 Hostname: page-component-77f85d65b8-grvzd
 Total loading time: 0
 Render date: 2026-04-06T10:40:38.944Z
 Has data issue: false
 hasContentIssue false
 
 
 
Home
 
>
Journals
 
>
Cambridge Forum on AI: Culture and Society
 
>
Volume 1
 
>
Reading children’s moral dramas in anthropological...
 
English

 Français
 
 
 
 
 
Cambridge Forum on AI: Culture and Society
 
 
 
 
 
Article contents
 
Abstract
 
 
“Kill that Strange Bird”: culture, cognition and meaning
 
Sense-making from a human–AI hybrid approach
 
To fight or not to fight: navigating a maze of meaning
 
Pretend-play as meta-communication: when AI meets human children
 
Concluding thoug",Context witness; mechanism disciplinarian,,no,yes,no,Auto-extracted text snippet from collected source.
E020_001,20,020_reflexive_content_analysis_redesign,C020_REGISTRY,registry_workbook_entry,Repository row,role_claim,"Use reflexive content analysis to test whether AI support works only when human researchers redesign prompts, codebooks, and interpretive checkpoints.",Construct boundary setter; context witness; protocol architect,,no,no,no,Workbook seed description preserved for provenance.
E020_002,20,020_reflexive_content_analysis_redesign,C020_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Method-specific guidance may overfit a narrow coding style,,Construct boundary setter; context witness; protocol architect,no,no,no,Repository curation note captured as rival explanation / caution.
E020_003,20,020_reflexive_content_analysis_redesign,C020_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Simple one-shot prompting performs as well as redesigned reflexive workflows,,Construct boundary setter; context witness; protocol architect,no,no,no,Falsification condition recorded from repository seed.
E020_004,20,020_reflexive_content_analysis_redesign,C020_P1,journal article,landing page / extracted text,method,"Scaling hermeneutics: a guide to qualitative coding with LLMs for reflexive content analysis | EPJ Data Science | Springer Nature Link

Skip to main content

SpringerOpen journals have moved to Springer Nature Link. 
Learn more about website changes.

Log in

Menu

 Find a journal
 

 Publish with us
 

 Track your research
 

Search

Saved research

Cart

Home

EPJ Data Science

Article

Scaling hermeneutics: a guide to qualitative coding with LLMs for reflexive content analysis

Research

Open access

 Published: 
02 April 2025

Volume 14
, article number 
28
, (
2025
)
 
 

Cite this article

 You have full access to this 
open access
 article

Download PDF

Save article

View saved research

EPJ Data Science

 Aims and scope
 

 Submit manuscript
 

 Scaling hermeneutics: a guide to qualitative coding with LLMs for reflexive content analysis
 

Download PDF

Zackary Okun Dunivin
 
 
ORCID: 
orcid.org/0000-0002-1860-7199
1
 

10k 
Accesses

34 
Citations

2 

 Altmetric
 

Explore all metrics 

Abstract
Qualitative coding, or content analysis, is more than just labeling text: it is a reflexive interpretive practice that shapes research questions, refines theoretical insights, an",Construct boundary setter; context witness; protocol architect,,no,no,no,Auto-extracted text snippet from collected source.
E021_001,21,021_synthetic_respondents_benchmarked,C021_REGISTRY,registry_workbook_entry,Repository row,role_claim,"Benchmark prompt-only personas, profile-rich personas, and calibrated hybrids against real survey descriptives and higher-order relationships.",Counterfactual and transportability judge; calibration architect,,no,yes,no,Workbook seed description preserved for provenance.
E021_002,21,021_synthetic_respondents_benchmarked,C021_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Human benchmark surveys are themselves noisy and historically contingent,,Counterfactual and transportability judge; calibration architect,no,no,no,Repository curation note captured as rival explanation / caution.
E021_003,21,021_synthetic_respondents_benchmarked,C021_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Synthetic panels recover higher-order relationships and heterogeneity as well as human data,,Counterfactual and transportability judge; calibration architect,no,no,no,Falsification condition recorded from repository seed.
E021_004,21,021_synthetic_respondents_benchmarked,C021_P1,journal article,landing page / extracted text,method,"Synthetic Replacements for Human Survey Data? The Perils of Large Language Models | Political Analysis | Cambridge Core

 Skip to main content

 Accessibility help

Login Alert

Cancel

Log in

×

×

 Discover Content 
 Products and Services 
Register
Log In
 (0) Cart 

 Logo for Cambridge Core from Cambridge University Press. Click to return to homepage. 
Search
 Logo for Cambridge Core from Cambridge University Press. Click to return to homepage. 
Browse
Services
Open research
Institution Login
Search

 

 Hostname: page-component-77f85d65b8-8v9h9
 Total loading time: 0
 Render date: 2026-04-07T04:35:23.077Z
 Has data issue: false
 hasContentIssue false
 
 
 
Home
 
>
Journals
 
>
Political Analysis
 
>
Volume 32 Issue 4
 
>
Synthetic Replacements for Human Survey Data? The Perils...
 
English

 Français
 
 
 
 
 
Political Analysis
 
 
 
 
 
Article contents
 
Abstract
 
 
Research Design and Data
 
Results
 
Sensitivity of Synthetic Responses
 
Discussion and Implications
 
Author Contributions
 
Funding Statement
 
Competing Interests
 
Data Availability Statement
 
Footnotes
 
References
 
 
Synthetic Replacements for Human Survey Data? The Perils of Large Language Models",Counterfactual and transportability judge; calibration architect,,no,yes,no,Auto-extracted text snippet from collected source.
E022_001,22,022_socsci210_behavior_simulators,C022_REGISTRY,registry_workbook_entry,Repository row,role_claim,Test whether fine-tuning on past open experiments changes the human role from first-pass prediction to calibration and scope setting.,Calibration architect; counterfactual and transportability judge,,no,no,no,Workbook seed description preserved for provenance.
E022_002,22,022_socsci210_behavior_simulators,C022_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Benchmark overfitting can overstate real screening value,,Calibration architect; counterfactual and transportability judge,no,no,no,Repository curation note captured as rival explanation / caution.
E022_003,22,022_socsci210_behavior_simulators,C022_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Fine-tuned models generalize so well that human calibration rarely changes use decisions,,Calibration architect; counterfactual and transportability judge,no,no,no,Falsification condition recorded from repository seed.
E022_004,22,022_socsci210_behavior_simulators,C022_P1,preprint,landing page / extracted text,method,"[2509.05830] Finetuning LLMs for Human Behavior Prediction in Social Science Experiments

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2509.05830
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Machine Learning

arXiv:2509.05830
 (cs)
 

 [Submitted on 6 Sep 2025 (
v1
), last revised 5 Nov 2025 (this version, v2)]

Title:
Finetuning LLMs for Human Behavior Prediction in Social Science Experiments

Authors:
Akaash Kolluri
, 
Shengguang Wu
, 
Joon Sung Park
, 
Michael S. Bernstein
 
View a PDF of the paper titled Finetuning LLMs for Human Behavior Prediction in Social Science Experiments, by Akaash Kolluri and 3 other authors

View PDF

HTML (experimental)

Abstract:
Large language models (LLMs) offer a powerful opportunity to simulate the res",Calibration architect; counterfactual and transportability judge,,no,no,no,Auto-extracted text snippet from collected source.
E023_001,23,023_forecasting_before_field_experiments,C023_REGISTRY,registry_workbook_entry,Repository row,role_claim,Inject AI forecasts into preregistration or design workflows and observe which design decisions actually change.,Counterfactual and transportability judge,,no,no,no,Workbook seed description preserved for provenance.
E023_002,23,023_forecasting_before_field_experiments,C023_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Extra deliberation time may drive gains rather than the forecast itself,,Counterfactual and transportability judge,no,no,no,Repository curation note captured as rival explanation / caution.
E023_003,23,023_forecasting_before_field_experiments,C023_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Forecast-informed redesign improves calibration without narrowing novelty or explanatory ambition,,Counterfactual and transportability judge,no,no,no,Falsification condition recorded from repository seed.
E023_004,23,023_forecasting_before_field_experiments,C023_P1,preprint,landing page / extracted text,method,"[2504.01167] Predicting Field Experiments with Large Language Models

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2504.01167
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Computers and Society

arXiv:2504.01167
 (cs)
 

 [Submitted on 1 Apr 2025 (
v1
), last revised 21 May 2025 (this version, v3)]

Title:
Predicting Field Experiments with Large Language Models

Authors:
Yaoyu Chen
, 
Yuheng Hu
, 
Yingda Lu
 
View a PDF of the paper titled Predicting Field Experiments with Large Language Models, by Yaoyu Chen and 2 other authors

View PDF

HTML (experimental)

Abstract:
Large language models (LLMs) have demonstrated unprecedented emergent capabilities, including content generation, translation, and simulation of human behavior. Field exper",Counterfactual and transportability judge,,no,no,no,Auto-extracted text snippet from collected source.
E024_001,24,024_ai_multiverse_nonstandard_errors,C024_REGISTRY,registry_workbook_entry,Repository row,role_claim,Run many autonomous agents on the same data and hypothesis to estimate nonstandard errors from model and sampling variation.,Counterfactual and transportability judge; protocol and provenance architect,,no,yes,no,Workbook seed description preserved for provenance.
E024_002,24,024_ai_multiverse_nonstandard_errors,C024_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Tasks may overstate ambiguity if the research question is intentionally underspecified,,Counterfactual and transportability judge; protocol and provenance architect,no,no,no,Repository curation note captured as rival explanation / caution.
E024_003,24,024_ai_multiverse_nonstandard_errors,C024_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,AI agents converge naturally to the same defensible result without multiverse management,,Counterfactual and transportability judge; protocol and provenance architect,no,no,no,Falsification condition recorded from repository seed.
E024_004,24,024_ai_multiverse_nonstandard_errors,C024_P1,preprint,landing page / extracted text,method,"[2603.16744] Nonstandard Errors in AI Agents

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2603.16744
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Artificial Intelligence

arXiv:2603.16744
 (cs)
 

 [Submitted on 17 Mar 2026 (
v1
), last revised 19 Mar 2026 (this version, v2)]

Title:
Nonstandard Errors in AI Agents

Authors:
Ruijiang Gao
, 
Steven Chong Xiao
 
View a PDF of the paper titled Nonstandard Errors in AI Agents, by Ruijiang Gao and 1 other authors

View PDF

HTML (experimental)

Abstract:
We study whether state-of-the-art AI coding agents, given the same data and research question, produce the same empirical results. Deploying 150 autonomous Claude Code agents to independently test six hypotheses about market quality trends in",Counterfactual and transportability judge; protocol and provenance architect,,no,yes,no,Auto-extracted text snippet from collected source.
E025_001,25,025_project_ape_policy_evaluation_tournament,C025_REGISTRY,registry_workbook_entry,Repository row,role_claim,"Use APE's public papers, matches, and audit materials to study what human roles remain when an agentic system writes empirical economics papers end-to-end.",Relevance adjudicator; protocol and provenance architect; counterfactual and transportability judge; accountability and labor allocator,,no,no,no,Workbook seed description preserved for provenance.
E025_002,25,025_project_ape_policy_evaluation_tournament,C025_REGISTRY,registry_workbook_entry,Repository row,counterevidence,APE's tournament is an internal quality proxy and may not map to real journal or policy standards,,Relevance adjudicator; protocol and provenance architect; counterfactual and transportability judge; accountability and labor allocator,no,no,no,Repository curation note captured as rival explanation / caution.
E025_003,25,025_project_ape_policy_evaluation_tournament,C025_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,APE outputs prove reliable enough that human boundary-setting and accountability no longer materially change use decisions,,Relevance adjudicator; protocol and provenance architect; counterfactual and transportability judge; accountability and labor allocator,no,no,no,Falsification condition recorded from repository seed.
E025_004,25,025_project_ape_policy_evaluation_tournament,C025_P1,project homepage,landing page / extracted text,method,"Project APE: Can policy evaluation be automated? Or is hallucinated slop unavoidable? Let's find out.
Mar 5 update:
 
Feedback
 
is now open. Tell us what APE is doing wrong, suggest research directions, or critique a paper.
✕
Social Catalyst Lab
·
University of Zurich
PROJECT APE
Autonomous Policy Evaluation
About
Methodology
Countries
EU
GitHub
Can we 
automate
policy evaluation?
AI may soon be capable of producing rigorous economic research. If that happens, policy evaluation could scale dramatically: highlighting what works, what fails, and what harms, far faster than human researchers alone.
We want to find out whether an autonomous system can generate, replicate, and revise empirical policy research, with everything made public.
This is an experiment in building reliable AI research systems. For a global overview,
 
click here
.
2,464
Ideas
+
342
 this week
943
Papers
+
181
 this week
17
k+
Matches
4
%
Win Rate
Last updated: 
April 7, 2026
Top APE papers
Loading top APE papers...
Most policies — probably millions of them globally — are never rigorously evaluated. Data is plenty but there aren't enough researchers. Could AI help? We genuinely don't know. So we're running an ex",Relevance adjudicator; protocol and provenance architect; counterfactual and transportability judge; accountability and labor allocator,,no,no,no,Auto-extracted text snippet from collected source.
E026_001,26,026_project_ape_autonomy_gradient,C026_REGISTRY,registry_workbook_entry,Repository row,role_claim,"Exploit APE's own autonomy framing to compare minimal prompts, guided prompts, optional course correction, and human-triggered revision as distinct human intervention points.",Relevance adjudicator; accountability and labor allocator; protocol and provenance architect,,no,no,no,Workbook seed description preserved for provenance.
E026_002,26,026_project_ape_autonomy_gradient,C026_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Internal project design choices may not generalize to other autonomous-research systems,,Relevance adjudicator; accountability and labor allocator; protocol and provenance architect,no,no,no,Repository curation note captured as rival explanation / caution.
E026_003,26,026_project_ape_autonomy_gradient,C026_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Minimal-prompt and heavily guided outputs converge in quality and content,,Relevance adjudicator; accountability and labor allocator; protocol and provenance architect,no,no,no,Falsification condition recorded from repository seed.
E026_004,26,026_project_ape_autonomy_gradient,C026_P1,project methodology page,landing page / extracted text,method,"Methodology - Autonomous Policy Evaluation Project
← Back to Leaderboard
Methodology
Work in Progress
How APE Produces and Evaluates Research
Note:
 This page is a work in progress. Methods are being actively developed and refined as the project evolves.
Core Principles
Real Data Only
All analysis uses real data from public APIs. If data is unavailable, the system pivots to a different research question — it never simulates or fabricates data. Papers using simulated data are automatically rejected.
R for Econometrics
All econometric analysis is done in R, using established packages for causal inference.
Full Transparency
Every paper includes complete replication materials: code, data, and figures. Git commits create an audit trail, and key files are locked after creation.
Models
APE uses multiple AI models in different roles. Configurations evolve as we experiment with different mixtures and workflows — individual papers may have been produced with different model versions.
Paper Generation
The core engine is
 
Claude Code
 
(currently 
Claude Opus 4.6
, as of February 2026). Claude Code drives the entire pipeline: generating research ideas, writing R scripts, fetching data, runnin",Relevance adjudicator; accountability and labor allocator; protocol and provenance architect,,no,no,no,Auto-extracted text snippet from collected source.
E027_001,27,027_repro_bench_reproducibility_assessment,C027_REGISTRY,registry_workbook_entry,Repository row,role_claim,Benchmark whether agents can assess computational reproducibility by aligning paper claims with code/data packages and reproduction reports.,Protocol and provenance architect; accountability and labor allocator,,no,no,no,Workbook seed description preserved for provenance.
E027_002,27,027_repro_bench_reproducibility_assessment,C027_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Benchmark tasks still provide agents with unusually convenient access to code and data,,Protocol and provenance architect; accountability and labor allocator,no,no,no,Repository curation note captured as rival explanation / caution.
E027_003,27,027_repro_bench_reproducibility_assessment,C027_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Agents match human reproducibility judgments on real social-science packages,,Protocol and provenance architect; accountability and labor allocator,no,no,no,Falsification condition recorded from repository seed.
E027_004,27,027_repro_bench_reproducibility_assessment,C027_P1,conference paper,landing page / extracted text,method,"REPRO-Bench: Can Agentic AI Systems Assess the Reproducibility of Social Science Research? - ACL Anthology

ACL Anthology

News
(current)
FAQ
(current)
Corrections
(current)
Submissions
(current)
GitHub

REPRO
-Bench: Can Agentic 
AI
 Systems Assess the Reproducibility of Social Science Research?
Chuxuan Hu
,

Liyun Zhang
,

Yeji Lim
,

Aum Wadhwani
,

Austin Peters
,

Daniel Kang
Correct Metadata for 
Use this form to create a GitHub issue with structured data describing the correction. You will need a GitHub account.
Once you create that issue, the correction will be reviewed by a staff member.
⚠️ Mobile Users: Submitting this form to create a new issue will only work with github.com, not the GitHub Mobile app.
Important
: The Anthology treat PDFs as authoritative. Please use this form only to correct data
that is out of line with the PDF. See 
our corrections
guidelines
 if you need to change the PDF.
Title

Adjust the title. Retain tags such as
<fixed-case>.

Authors

Adjust author names and order to match the
PDF.
Add Author
Abstract

Correct abstract if needed. Retain XML formatting tags such as <tex-math>. You may use <b>...</b> for 
bold
, <i>...</i> for 
italic
, and <url>",Protocol and provenance architect; accountability and labor allocator,,no,no,no,Auto-extracted text snippet from collected source.
E028_001,28,028_agent_based_code_package_repair,C028_REGISTRY,registry_workbook_entry,Repository row,role_claim,Inject realistic failures into reproducible social-science code packages and compare prompt-based repair with autonomous agent repair.,Protocol and provenance architect; shrinking routine repair labor,,yes,no,no,Workbook seed description preserved for provenance.
E028_002,28,028_agent_based_code_package_repair,C028_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Controlled failure injection is cleaner than real-world package decay,,Protocol and provenance architect; shrinking routine repair labor,no,no,no,Repository curation note captured as rival explanation / caution.
E028_003,28,028_agent_based_code_package_repair,C028_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Agent-based repair fails broadly or still requires dense manual debugging,,Protocol and provenance architect; shrinking routine repair labor,no,no,no,Falsification condition recorded from repository seed.
E028_004,28,028_agent_based_code_package_repair,C028_P1,preprint,landing page / extracted text,method,"[2602.08561] Automating Computational Reproducibility in Social Science: Comparing Prompt-Based and Agent-Based Approaches

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2602.08561
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Software Engineering

arXiv:2602.08561
 (cs)
 

 [Submitted on 9 Feb 2026 (
v1
), last revised 16 Mar 2026 (this version, v2)]

Title:
Automating Computational Reproducibility in Social Science: Comparing Prompt-Based and Agent-Based Approaches

Authors:
Syed Mehtab Hussain Shah
, 
Frank Hopfgartner
, 
Arnim Bleier
 
View a PDF of the paper titled Automating Computational Reproducibility in Social Science: Comparing Prompt-Based and Agent-Based Approaches, by Syed Mehtab Hussain Shah and 2 other authors

View PDF

HTM",Protocol and provenance architect; shrinking routine repair labor,,yes,no,no,Auto-extracted text snippet from collected source.
E029_001,29,029_lab_manuscript_cowriting,C029_REGISTRY,registry_workbook_entry,Repository row,role_claim,"Track how AI-assisted drafting redistributes visible and invisible labor across PIs, doctoral students, and lab managers.",Accountability and labor allocator; shrinking structural prose polisher,,no,no,no,Workbook seed description preserved for provenance.
E029_002,29,029_lab_manuscript_cowriting,C029_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Pre-existing hierarchy may explain much of the credit allocation,,Accountability and labor allocator; shrinking structural prose polisher,no,no,no,Repository curation note captured as rival explanation / caution.
